,Date,Location,WindSpeed9am
85371,2012-04-25,Brisbane,7.0
85372,2012-04-26,Brisbane,6.0
85373,2012-04-27,Brisbane,6.0
85374,2012-04-28,Brisbane,0.0
85375,2012-04-29,Brisbane,6.0
85376,2012-04-30,Brisbane,6.0
85377,2012-05-01,Brisbane,6.0
85378,2012-05-02,Brisbane,4.0
85379,2012-05-03,Brisbane,4.0
85380,2012-05-04,Brisbane,4.0
85381,2012-05-05,Brisbane,6.0
85382,2012-05-06,Brisbane,4.0
85383,2012-05-07,Brisbane,6.0
85384,2012-05-08,Brisbane,6.0
85385,2012-05-09,Brisbane,4.0
85386,2012-05-10,Brisbane,4.0
85387,2012-05-11,Brisbane,4.0
85388,2012-05-12,Brisbane,2.0
85389,2012-05-13,Brisbane,4.0
85390,2012-05-14,Brisbane,6.0
85391,2012-05-15,Brisbane,7.0
85392,2012-05-16,Brisbane,7.0
85393,2012-05-17,Brisbane,7.0
85394,2012-05-18,Brisbane,6.0
85395,2012-05-19,Brisbane,4.0
85396,2012-05-20,Brisbane,2.0
85397,2012-05-21,Brisbane,6.0
85398,2012-05-22,Brisbane,6.0
85399,2012-05-23,Brisbane,4.0
85400,2012-05-24,Brisbane,0.0
85401,2012-05-25,Brisbane,0.0
85402,2012-05-26,Brisbane,9.0
85403,2012-05-27,Brisbane,6.0
85404,2012-05-28,Brisbane,7.0
85405,2012-05-29,Brisbane,6.0
85406,2012-05-30,Brisbane,2.0
85407,2012-05-31,Brisbane,7.0
85408,2012-06-01,Brisbane,6.0
85409,2012-06-02,Brisbane,2.0
85410,2012-06-03,Brisbane,4.0
85411,2012-06-04,Brisbane,9.0
85412,2012-06-05,Brisbane,17.0
85413,2012-06-06,Brisbane,11.0
85414,2012-06-07,Brisbane,7.0
85415,2012-06-08,Brisbane,6.0
85416,2012-06-09,Brisbane,6.0
85417,2012-06-10,Brisbane,4.0
85418,2012-06-11,Brisbane,7.0
85419,2012-06-12,Brisbane,7.0
85420,2012-06-13,Brisbane,7.0
85421,2012-06-14,Brisbane,7.0
85422,2012-06-15,Brisbane,2.0
85423,2012-06-16,Brisbane,0.0
85424,2012-06-17,Brisbane,7.0
85425,2012-06-18,Brisbane,9.0
85426,2012-06-19,Brisbane,6.0
85427,2012-06-20,Brisbane,6.0
85428,2012-06-21,Brisbane,2.0
85429,2012-06-22,Brisbane,0.0
85430,2012-06-23,Brisbane,9.0
85431,2012-06-24,Brisbane,6.0
85432,2012-06-25,Brisbane,6.0
85433,2012-06-26,Brisbane,2.0
85434,2012-06-27,Brisbane,6.0
85435,2012-06-28,Brisbane,6.0
85436,2012-06-29,Brisbane,6.0
85437,2012-06-30,Brisbane,7.0
85438,2012-07-01,Brisbane,4.0
85439,2012-07-02,Brisbane,7.0
85440,2012-07-03,Brisbane,4.0
85441,2012-07-04,Brisbane,4.0
85442,2012-07-05,Brisbane,7.0
85443,2012-07-06,Brisbane,9.0
85444,2012-07-07,Brisbane,4.0
85445,2012-07-08,Brisbane,6.0
85446,2012-07-09,Brisbane,4.0
85447,2012-07-10,Brisbane,2.0
85448,2012-07-11,Brisbane,0.0
85449,2012-07-12,Brisbane,0.0
85450,2012-07-13,Brisbane,2.0
85451,2012-07-14,Brisbane,6.0
85452,2012-07-15,Brisbane,9.0
85453,2012-07-16,Brisbane,6.0
85454,2012-07-17,Brisbane,2.0
85455,2012-07-18,Brisbane,2.0
85456,2012-07-19,Brisbane,7.0
85457,2012-07-20,Brisbane,9.0
85458,2012-07-21,Brisbane,7.0
85459,2012-07-22,Brisbane,7.0
85460,2012-07-23,Brisbane,6.0
85461,2012-07-24,Brisbane,6.0
85462,2012-07-25,Brisbane,6.0
85463,2012-07-26,Brisbane,6.0
85464,2012-07-27,Brisbane,6.0
85465,2012-07-28,Brisbane,11.0
85466,2012-07-29,Brisbane,4.0
85467,2012-07-30,Brisbane,6.0
85468,2012-07-31,Brisbane,7.0
85469,2012-08-01,Brisbane,4.0
85470,2012-08-02,Brisbane,6.0
85471,2012-08-03,Brisbane,2.0
85472,2012-08-04,Brisbane,4.0
85473,2012-08-05,Brisbane,6.0
85474,2012-08-06,Brisbane,2.0
85475,2012-08-07,Brisbane,6.0
85476,2012-08-08,Brisbane,4.0
85477,2012-08-09,Brisbane,2.0
85478,2012-08-10,Brisbane,9.0
85479,2012-08-11,Brisbane,7.0
85480,2012-08-12,Brisbane,6.0
85481,2012-08-13,Brisbane,6.0
85482,2012-08-14,Brisbane,4.0
85483,2012-08-15,Brisbane,2.0
85484,2012-08-16,Brisbane,0.0
85485,2012-08-17,Brisbane,2.0
85486,2012-08-18,Brisbane,9.0
85487,2012-08-19,Brisbane,9.0
85488,2012-08-20,Brisbane,4.0
85489,2012-08-21,Brisbane,4.0
85490,2012-08-22,Brisbane,6.0
85491,2012-08-23,Brisbane,2.0
85492,2012-08-24,Brisbane,4.0
85493,2012-08-25,Brisbane,7.0
85494,2012-08-26,Brisbane,6.0
85495,2012-08-27,Brisbane,13.0
85496,2012-08-28,Brisbane,4.0
85497,2012-08-29,Brisbane,6.0
85498,2012-08-30,Brisbane,4.0
85499,2012-08-31,Brisbane,7.0
85500,2012-09-01,Brisbane,6.0
85501,2012-09-02,Brisbane,6.0
85502,2012-09-03,Brisbane,4.0
85503,2012-09-04,Brisbane,9.0
85504,2012-09-05,Brisbane,4.0
85505,2012-09-06,Brisbane,11.0
85506,2012-09-07,Brisbane,7.0
85507,2012-09-08,Brisbane,11.0
85508,2012-09-09,Brisbane,7.0
85509,2012-09-10,Brisbane,11.0
85510,2012-09-11,Brisbane,7.0
85511,2012-09-12,Brisbane,2.0
85512,2012-09-13,Brisbane,6.0
85513,2012-09-14,Brisbane,7.0
85514,2012-09-15,Brisbane,6.0
85515,2012-09-16,Brisbane,6.0
85516,2012-09-17,Brisbane,4.0
85517,2012-09-18,Brisbane,9.0
85518,2012-09-19,Brisbane,2.0
85519,2012-09-20,Brisbane,6.0
85520,2012-09-21,Brisbane,2.0
85521,2012-09-22,Brisbane,4.0
85522,2012-09-23,Brisbane,6.0
85523,2012-09-24,Brisbane,6.0
85524,2012-09-25,Brisbane,13.0
85525,2012-09-26,Brisbane,9.0
85526,2012-09-27,Brisbane,4.0
85527,2012-09-28,Brisbane,7.0
85528,2012-09-29,Brisbane,9.0
85529,2012-09-30,Brisbane,4.0
85530,2012-10-01,Brisbane,4.0
85531,2012-10-02,Brisbane,11.0
85532,2012-10-03,Brisbane,6.0
85533,2012-10-04,Brisbane,4.0
85534,2012-10-05,Brisbane,2.0
85535,2012-10-06,Brisbane,6.0
85536,2012-10-07,Brisbane,4.0
85537,2012-10-08,Brisbane,6.0
85538,2012-10-09,Brisbane,6.0
85539,2012-10-10,Brisbane,6.0
85540,2012-10-11,Brisbane,7.0
85541,2012-10-12,Brisbane,24.0
85542,2012-10-13,Brisbane,6.0
85543,2012-10-14,Brisbane,6.0
85544,2012-10-15,Brisbane,6.0
85545,2012-10-16,Brisbane,6.0
85546,2012-10-17,Brisbane,6.0
85547,2012-10-18,Brisbane,7.0
85548,2012-10-19,Brisbane,7.0
85549,2012-10-20,Brisbane,6.0
85550,2012-10-21,Brisbane,4.0
85551,2012-10-22,Brisbane,4.0
85552,2012-10-23,Brisbane,9.0
85553,2012-10-24,Brisbane,11.0
85554,2012-10-25,Brisbane,7.0
85555,2012-10-26,Brisbane,4.0
85556,2012-10-27,Brisbane,7.0
85557,2012-10-28,Brisbane,15.0
85558,2012-10-29,Brisbane,13.0
85559,2012-10-30,Brisbane,4.0
85560,2012-10-31,Brisbane,6.0
85561,2012-11-01,Brisbane,6.0
85562,2012-11-02,Brisbane,13.0
85563,2012-11-03,Brisbane,11.0
85564,2012-11-04,Brisbane,6.0
85565,2012-11-05,Brisbane,2.0
85566,2012-11-06,Brisbane,6.0
85567,2012-11-07,Brisbane,4.0
85568,2012-11-08,Brisbane,9.0
85569,2012-11-09,Brisbane,7.0
85570,2012-11-10,Brisbane,4.0
85571,2012-11-11,Brisbane,15.0
85572,2012-11-12,Brisbane,9.0
85573,2012-11-13,Brisbane,4.0
85574,2012-11-14,Brisbane,6.0
85575,2012-11-15,Brisbane,6.0
85576,2012-11-16,Brisbane,7.0
85577,2012-11-17,Brisbane,6.0
85578,2012-11-18,Brisbane,0.0
85579,2012-11-19,Brisbane,6.0
85580,2012-11-20,Brisbane,6.0
85581,2012-11-21,Brisbane,9.0
85582,2012-11-22,Brisbane,4.0
85583,2012-11-23,Brisbane,7.0
85584,2012-11-24,Brisbane,11.0
85585,2012-11-25,Brisbane,7.0
85586,2012-11-26,Brisbane,4.0
85587,2012-11-27,Brisbane,6.0
85588,2012-11-28,Brisbane,4.0
85589,2012-11-29,Brisbane,4.0
85590,2012-11-30,Brisbane,6.0
85591,2013-01-01,Brisbane,6.0
85592,2013-01-02,Brisbane,4.0
85593,2013-01-03,Brisbane,15.0
85594,2013-01-04,Brisbane,11.0
85595,2013-01-05,Brisbane,6.0
85596,2013-01-06,Brisbane,7.0
85597,2013-01-07,Brisbane,17.0
85598,2013-01-08,Brisbane,2.0
85599,2013-01-09,Brisbane,6.0
85600,2013-01-10,Brisbane,6.0
85601,2013-01-11,Brisbane,9.0
85602,2013-01-12,Brisbane,6.0
85603,2013-01-13,Brisbane,4.0
85604,2013-01-14,Brisbane,7.0
85605,2013-01-15,Brisbane,15.0
85606,2013-01-16,Brisbane,4.0
85607,2013-01-17,Brisbane,4.0
85608,2013-01-18,Brisbane,7.0
85609,2013-01-19,Brisbane,4.0
85610,2013-01-20,Brisbane,4.0
85611,2013-01-21,Brisbane,4.0
85612,2013-01-22,Brisbane,0.0
85613,2013-01-23,Brisbane,4.0
85614,2013-01-24,Brisbane,7.0
85615,2013-01-25,Brisbane,9.0
85616,2013-01-26,Brisbane,17.0
85617,2013-01-27,Brisbane,22.0
85618,2013-01-28,Brisbane,37.0
85619,2013-01-29,Brisbane,4.0
85620,2013-01-30,Brisbane,6.0
85621,2013-01-31,Brisbane,6.0
85622,2013-03-01,Brisbane,4.0
85623,2013-03-02,Brisbane,6.0
85624,2013-03-03,Brisbane,2.0
85625,2013-03-04,Brisbane,15.0
85626,2013-03-05,Brisbane,17.0
85627,2013-03-06,Brisbane,13.0
85628,2013-03-07,Brisbane,9.0
85629,2013-03-08,Brisbane,13.0
85630,2013-03-09,Brisbane,9.0
85631,2013-03-10,Brisbane,4.0
85632,2013-03-11,Brisbane,11.0
85633,2013-03-12,Brisbane,11.0
85634,2013-03-13,Brisbane,11.0
85635,2013-03-14,Brisbane,6.0
85636,2013-03-15,Brisbane,6.0
85637,2013-03-16,Brisbane,4.0
85638,2013-03-17,Brisbane,2.0
85639,2013-03-18,Brisbane,7.0
85640,2013-03-19,Brisbane,6.0
85641,2013-03-20,Brisbane,4.0
85642,2013-03-21,Brisbane,4.0
85643,2013-03-22,Brisbane,2.0
85644,2013-03-23,Brisbane,6.0
85645,2013-03-24,Brisbane,0.0
85646,2013-03-25,Brisbane,4.0
85647,2013-03-26,Brisbane,7.0
85648,2013-03-27,Brisbane,6.0
85649,2013-03-28,Brisbane,2.0
85650,2013-03-29,Brisbane,4.0
85651,2013-03-30,Brisbane,11.0
85652,2013-03-31,Brisbane,4.0
85653,2013-04-01,Brisbane,7.0
85654,2013-04-02,Brisbane,6.0
85655,2013-04-03,Brisbane,4.0
85656,2013-04-04,Brisbane,7.0
85657,2013-04-05,Brisbane,6.0
85658,2013-04-06,Brisbane,4.0
85659,2013-04-07,Brisbane,6.0
85660,2013-04-08,Brisbane,4.0
85661,2013-04-09,Brisbane,7.0
85662,2013-04-10,Brisbane,7.0
85663,2013-04-11,Brisbane,6.0
85664,2013-04-12,Brisbane,7.0
85665,2013-04-13,Brisbane,2.0
85666,2013-04-14,Brisbane,7.0
85667,2013-04-15,Brisbane,4.0
85668,2013-04-16,Brisbane,2.0
85669,2013-04-17,Brisbane,2.0
85670,2013-04-18,Brisbane,4.0
85671,2013-04-19,Brisbane,4.0
85672,2013-04-20,Brisbane,4.0
85673,2013-04-21,Brisbane,6.0
85674,2013-04-22,Brisbane,4.0
85675,2013-04-23,Brisbane,2.0
85676,2013-04-24,Brisbane,6.0
85677,2013-04-25,Brisbane,6.0
85678,2013-04-26,Brisbane,4.0
85679,2013-04-27,Brisbane,6.0
85680,2013-04-28,Brisbane,2.0
85681,2013-04-29,Brisbane,6.0
85682,2013-04-30,Brisbane,4.0
85683,2013-05-01,Brisbane,6.0
85684,2013-05-02,Brisbane,4.0
85685,2013-05-03,Brisbane,7.0
85686,2013-05-04,Brisbane,4.0
85687,2013-05-05,Brisbane,4.0
85688,2013-05-06,Brisbane,2.0
85689,2013-05-07,Brisbane,6.0
85690,2013-05-08,Brisbane,4.0
85691,2013-05-09,Brisbane,2.0
85692,2013-05-10,Brisbane,6.0
85693,2013-05-11,Brisbane,4.0
85694,2013-05-12,Brisbane,4.0
85695,2013-05-13,Brisbane,4.0
85696,2013-05-14,Brisbane,2.0
85697,2013-05-15,Brisbane,11.0
85698,2013-05-16,Brisbane,2.0
85699,2013-05-17,Brisbane,6.0
85700,2013-05-18,Brisbane,4.0
85701,2013-05-19,Brisbane,7.0
85702,2013-05-20,Brisbane,4.0
85703,2013-05-21,Brisbane,4.0
85704,2013-05-22,Brisbane,7.0
85705,2013-05-23,Brisbane,9.0
85706,2013-05-24,Brisbane,20.0
85707,2013-05-25,Brisbane,7.0
85708,2013-05-26,Brisbane,7.0
85709,2013-05-27,Brisbane,6.0
85710,2013-05-28,Brisbane,6.0
85711,2013-05-29,Brisbane,6.0
85712,2013-05-30,Brisbane,4.0
85713,2013-05-31,Brisbane,4.0
85714,2013-06-01,Brisbane,4.0
85715,2013-06-02,Brisbane,4.0
85716,2013-06-03,Brisbane,7.0
85717,2013-06-04,Brisbane,7.0
85718,2013-06-05,Brisbane,6.0
85719,2013-06-06,Brisbane,2.0
85720,2013-06-07,Brisbane,6.0
85721,2013-06-08,Brisbane,6.0
85722,2013-06-09,Brisbane,2.0
85723,2013-06-10,Brisbane,2.0
85724,2013-06-11,Brisbane,2.0
85725,2013-06-12,Brisbane,4.0
85726,2013-06-13,Brisbane,4.0
85727,2013-06-14,Brisbane,11.0
85728,2013-06-15,Brisbane,13.0
85729,2013-06-16,Brisbane,4.0
85730,2013-06-17,Brisbane,9.0
85731,2013-06-18,Brisbane,7.0
85732,2013-06-19,Brisbane,11.0
85733,2013-06-20,Brisbane,4.0
85734,2013-06-21,Brisbane,4.0
85735,2013-06-22,Brisbane,6.0
85736,2013-06-23,Brisbane,6.0
85737,2013-06-24,Brisbane,4.0
85738,2013-06-25,Brisbane,4.0
85739,2013-06-26,Brisbane,9.0
85740,2013-06-27,Brisbane,6.0
85741,2013-06-28,Brisbane,7.0
85742,2013-06-29,Brisbane,0.0
85743,2013-06-30,Brisbane,4.0
85744,2013-07-01,Brisbane,9.0
85745,2013-07-02,Brisbane,6.0
85746,2013-07-03,Brisbane,6.0
85747,2013-07-04,Brisbane,4.0
85748,2013-07-05,Brisbane,2.0
85749,2013-07-06,Brisbane,6.0
85750,2013-07-07,Brisbane,4.0
85751,2013-07-08,Brisbane,4.0
85752,2013-07-09,Brisbane,6.0
85753,2013-07-10,Brisbane,6.0
85754,2013-07-11,Brisbane,4.0
85755,2013-07-12,Brisbane,4.0
85756,2013-07-13,Brisbane,4.0
85757,2013-07-14,Brisbane,4.0
85758,2013-07-15,Brisbane,4.0
85759,2013-07-16,Brisbane,6.0
85760,2013-07-17,Brisbane,6.0
85761,2013-07-18,Brisbane,4.0
85762,2013-07-19,Brisbane,2.0
85763,2013-07-20,Brisbane,4.0
85764,2013-07-21,Brisbane,9.0
85765,2013-07-22,Brisbane,6.0
85766,2013-07-23,Brisbane,4.0
85767,2013-07-24,Brisbane,7.0
85768,2013-07-25,Brisbane,6.0
85769,2013-07-26,Brisbane,4.0
85770,2013-07-27,Brisbane,4.0
85771,2013-07-28,Brisbane,4.0
85772,2013-07-29,Brisbane,4.0
85773,2013-07-30,Brisbane,6.0
85774,2013-07-31,Brisbane,6.0
85775,2013-08-01,Brisbane,4.0
85776,2013-08-02,Brisbane,6.0
85777,2013-08-03,Brisbane,2.0
85778,2013-08-04,Brisbane,0.0
85779,2013-08-05,Brisbane,4.0
85780,2013-08-06,Brisbane,2.0
85781,2013-08-07,Brisbane,2.0
85782,2013-08-08,Brisbane,2.0
85783,2013-08-09,Brisbane,11.0
85784,2013-08-10,Brisbane,4.0
85785,2013-08-11,Brisbane,2.0
85786,2013-08-12,Brisbane,0.0
85787,2013-08-13,Brisbane,2.0
85788,2013-08-14,Brisbane,2.0
85789,2013-08-15,Brisbane,6.0
85790,2013-08-16,Brisbane,6.0
85791,2013-08-17,Brisbane,2.0
85792,2013-08-18,Brisbane,4.0
85793,2013-08-19,Brisbane,4.0
85794,2013-08-20,Brisbane,7.0
85795,2013-08-21,Brisbane,7.0
85796,2013-08-22,Brisbane,6.0
85797,2013-08-23,Brisbane,2.0
85798,2013-08-24,Brisbane,4.0
85799,2013-08-25,Brisbane,6.0
85800,2013-08-26,Brisbane,4.0
85801,2013-08-27,Brisbane,4.0
85802,2013-08-28,Brisbane,2.0
85803,2013-08-29,Brisbane,4.0
85804,2013-08-30,Brisbane,4.0
85805,2013-08-31,Brisbane,4.0
85806,2013-09-01,Brisbane,9.0
85807,2013-09-02,Brisbane,4.0
85808,2013-09-03,Brisbane,6.0
85809,2013-09-04,Brisbane,4.0
85810,2013-09-05,Brisbane,4.0
85811,2013-09-06,Brisbane,6.0
85812,2013-09-07,Brisbane,4.0
85813,2013-09-08,Brisbane,4.0
85814,2013-09-09,Brisbane,4.0
85815,2013-09-10,Brisbane,4.0
85816,2013-09-11,Brisbane,2.0
85817,2013-09-12,Brisbane,6.0
85818,2013-09-13,Brisbane,9.0
85819,2013-09-14,Brisbane,9.0
85820,2013-09-15,Brisbane,7.0
85821,2013-09-16,Brisbane,0.0
85822,2013-09-17,Brisbane,6.0
85823,2013-09-18,Brisbane,6.0
85824,2013-09-19,Brisbane,4.0
85825,2013-09-20,Brisbane,7.0
85826,2013-09-21,Brisbane,2.0
85827,2013-09-22,Brisbane,2.0
85828,2013-09-23,Brisbane,6.0
85829,2013-09-24,Brisbane,4.0
85830,2013-09-25,Brisbane,4.0
85831,2013-09-26,Brisbane,2.0
85832,2013-09-27,Brisbane,19.0
85833,2013-09-28,Brisbane,4.0
85834,2013-09-29,Brisbane,6.0
85835,2013-09-30,Brisbane,4.0
85836,2013-10-01,Brisbane,7.0
85837,2013-10-02,Brisbane,6.0
85838,2013-10-03,Brisbane,2.0
85839,2013-10-04,Brisbane,6.0
85840,2013-10-05,Brisbane,4.0
85841,2013-10-06,Brisbane,6.0
85842,2013-10-07,Brisbane,2.0
85843,2013-10-08,Brisbane,4.0
85844,2013-10-09,Brisbane,4.0
85845,2013-10-10,Brisbane,4.0
85846,2013-10-11,Brisbane,6.0
85847,2013-10-12,Brisbane,11.0
85848,2013-10-13,Brisbane,9.0
85849,2013-10-14,Brisbane,13.0
85850,2013-10-15,Brisbane,4.0
85851,2013-10-16,Brisbane,7.0
85852,2013-10-17,Brisbane,9.0
85853,2013-10-18,Brisbane,7.0
85854,2013-10-19,Brisbane,7.0
85855,2013-10-20,Brisbane,7.0
85856,2013-10-21,Brisbane,4.0
85857,2013-10-22,Brisbane,7.0
85858,2013-10-23,Brisbane,9.0
85859,2013-10-24,Brisbane,7.0
85860,2013-10-25,Brisbane,19.0
85861,2013-10-26,Brisbane,6.0
85862,2013-10-27,Brisbane,11.0
85863,2013-10-28,Brisbane,7.0
85864,2013-10-29,Brisbane,9.0
85865,2013-10-30,Brisbane,11.0
85866,2013-10-31,Brisbane,11.0
85867,2013-11-01,Brisbane,6.0
85868,2013-11-02,Brisbane,4.0
85869,2013-11-03,Brisbane,2.0
85870,2013-11-04,Brisbane,9.0
85871,2013-11-05,Brisbane,13.0
85872,2013-11-06,Brisbane,9.0
85873,2013-11-07,Brisbane,4.0
85874,2013-11-08,Brisbane,4.0
85875,2013-11-09,Brisbane,6.0
85876,2013-11-10,Brisbane,2.0
85877,2013-11-11,Brisbane,9.0
85878,2013-11-12,Brisbane,9.0
85879,2013-11-13,Brisbane,7.0
85880,2013-11-14,Brisbane,6.0
85881,2013-11-15,Brisbane,9.0
85882,2013-11-16,Brisbane,9.0
85883,2013-11-17,Brisbane,4.0
85884,2013-11-18,Brisbane,4.0
85885,2013-11-19,Brisbane,13.0
85886,2013-11-20,Brisbane,6.0
85887,2013-11-21,Brisbane,6.0
85888,2013-11-22,Brisbane,4.0
85889,2013-11-23,Brisbane,6.0
85890,2013-11-24,Brisbane,6.0
85891,2013-11-25,Brisbane,4.0
85892,2013-11-26,Brisbane,6.0
85893,2013-11-27,Brisbane,6.0
85894,2013-11-28,Brisbane,6.0
85895,2013-11-29,Brisbane,6.0
85896,2013-11-30,Brisbane,6.0
85897,2013-12-01,Brisbane,7.0
85898,2013-12-02,Brisbane,7.0
85899,2013-12-03,Brisbane,6.0
85900,2013-12-04,Brisbane,6.0
85901,2013-12-05,Brisbane,7.0
85902,2013-12-06,Brisbane,9.0
85903,2013-12-07,Brisbane,7.0
85904,2013-12-08,Brisbane,4.0
85905,2013-12-09,Brisbane,7.0
85906,2013-12-10,Brisbane,6.0
85907,2013-12-11,Brisbane,7.0
85908,2013-12-12,Brisbane,6.0
85909,2013-12-13,Brisbane,4.0
85910,2013-12-14,Brisbane,2.0
85911,2013-12-15,Brisbane,6.0
85912,2013-12-16,Brisbane,7.0
85913,2013-12-17,Brisbane,9.0
85914,2013-12-18,Brisbane,11.0
85915,2013-12-19,Brisbane,13.0
85916,2013-12-20,Brisbane,7.0
85917,2013-12-21,Brisbane,4.0
85918,2013-12-22,Brisbane,4.0
85919,2013-12-23,Brisbane,9.0
85920,2013-12-24,Brisbane,6.0
85921,2013-12-25,Brisbane,7.0
85922,2013-12-26,Brisbane,7.0
85923,2013-12-27,Brisbane,9.0
85924,2013-12-28,Brisbane,6.0
85925,2013-12-29,Brisbane,4.0
85926,2013-12-30,Brisbane,7.0
85927,2013-12-31,Brisbane,6.0
85928,2014-01-01,Brisbane,7.0
85929,2014-01-02,Brisbane,6.0
85930,2014-01-03,Brisbane,4.0
85931,2014-01-04,Brisbane,7.0
85932,2014-01-05,Brisbane,4.0
85933,2014-01-06,Brisbane,2.0
85934,2014-01-07,Brisbane,11.0
85935,2014-01-08,Brisbane,15.0
85936,2014-01-09,Brisbane,9.0
85937,2014-01-10,Brisbane,7.0
85938,2014-01-11,Brisbane,7.0
85939,2014-01-12,Brisbane,6.0
85940,2014-01-13,Brisbane,11.0
85941,2014-01-14,Brisbane,11.0
85942,2014-01-15,Brisbane,13.0
85943,2014-01-16,Brisbane,17.0
85944,2014-01-17,Brisbane,13.0
85945,2014-01-18,Brisbane,6.0
85946,2014-01-19,Brisbane,6.0
85947,2014-01-20,Brisbane,6.0
85948,2014-01-21,Brisbane,6.0
85949,2014-01-22,Brisbane,6.0
85950,2014-01-23,Brisbane,4.0
85951,2014-01-24,Brisbane,6.0
85952,2014-01-25,Brisbane,9.0
85953,2014-01-26,Brisbane,11.0
85954,2014-01-27,Brisbane,13.0
85955,2014-01-28,Brisbane,20.0
85956,2014-01-29,Brisbane,4.0
85957,2014-01-30,Brisbane,6.0
85958,2014-01-31,Brisbane,15.0
85959,2014-02-01,Brisbane,19.0
85960,2014-02-02,Brisbane,9.0
85961,2014-02-03,Brisbane,7.0
85962,2014-02-04,Brisbane,4.0
85963,2014-02-05,Brisbane,17.0
85964,2014-02-06,Brisbane,13.0
85965,2014-02-07,Brisbane,9.0
85966,2014-02-08,Brisbane,11.0
85967,2014-02-09,Brisbane,9.0
85968,2014-02-10,Brisbane,2.0
85969,2014-02-11,Brisbane,6.0
85970,2014-02-12,Brisbane,6.0
85971,2014-02-13,Brisbane,4.0
85972,2014-02-14,Brisbane,7.0
85973,2014-02-15,Brisbane,4.0
85974,2014-02-16,Brisbane,7.0
85975,2014-02-17,Brisbane,6.0
85976,2014-02-18,Brisbane,4.0
85977,2014-02-19,Brisbane,7.0
85978,2014-02-20,Brisbane,9.0
85979,2014-02-21,Brisbane,6.0
85980,2014-02-22,Brisbane,13.0
85981,2014-02-23,Brisbane,17.0
85982,2014-02-24,Brisbane,9.0
85983,2014-02-25,Brisbane,9.0
85984,2014-02-26,Brisbane,4.0
85985,2014-02-27,Brisbane,6.0
85986,2014-02-28,Brisbane,9.0
85987,2014-03-01,Brisbane,7.0
85988,2014-03-02,Brisbane,6.0
85989,2014-03-03,Brisbane,9.0
85990,2014-03-04,Brisbane,7.0
85991,2014-03-05,Brisbane,7.0
85992,2014-03-06,Brisbane,4.0
85993,2014-03-07,Brisbane,9.0
85994,2014-03-08,Brisbane,9.0
85995,2014-03-09,Brisbane,11.0
85996,2014-03-10,Brisbane,11.0
85997,2014-03-11,Brisbane,4.0
85998,2014-03-12,Brisbane,7.0
85999,2014-03-13,Brisbane,9.0
86000,2014-03-14,Brisbane,4.0
86001,2014-03-15,Brisbane,4.0
86002,2014-03-16,Brisbane,7.0
86003,2014-03-17,Brisbane,6.0
86004,2014-03-18,Brisbane,0.0
86005,2014-03-19,Brisbane,7.0
86006,2014-03-20,Brisbane,15.0
86007,2014-03-21,Brisbane,9.0
86008,2014-03-22,Brisbane,6.0
86009,2014-03-23,Brisbane,4.0
86010,2014-03-24,Brisbane,4.0
86011,2014-03-25,Brisbane,4.0
86012,2014-03-26,Brisbane,17.0
86013,2014-03-27,Brisbane,4.0
86014,2014-03-28,Brisbane,2.0
86015,2014-03-29,Brisbane,4.0
86016,2014-03-30,Brisbane,6.0
86017,2014-03-31,Brisbane,7.0
86018,2014-04-01,Brisbane,7.0
86019,2014-04-02,Brisbane,4.0
86020,2014-04-03,Brisbane,4.0
86021,2014-04-04,Brisbane,4.0
86022,2014-04-05,Brisbane,4.0
86023,2014-04-06,Brisbane,4.0
86024,2014-04-07,Brisbane,11.0
86025,2014-04-08,Brisbane,9.0
86026,2014-04-09,Brisbane,6.0
86027,2014-04-10,Brisbane,4.0
86028,2014-04-11,Brisbane,4.0
86029,2014-04-12,Brisbane,4.0
86030,2014-04-13,Brisbane,7.0
86031,2014-04-14,Brisbane,6.0
86032,2014-04-15,Brisbane,7.0
86033,2014-04-16,Brisbane,9.0
86034,2014-04-17,Brisbane,7.0
86035,2014-04-18,Brisbane,6.0
86036,2014-04-19,Brisbane,7.0
86037,2014-04-20,Brisbane,4.0
86038,2014-04-21,Brisbane,6.0
86039,2014-04-22,Brisbane,6.0
86040,2014-04-23,Brisbane,4.0
86041,2014-04-24,Brisbane,6.0
86042,2014-04-25,Brisbane,6.0
86043,2014-04-26,Brisbane,7.0
86044,2014-04-27,Brisbane,4.0
86045,2014-04-28,Brisbane,4.0
86046,2014-04-29,Brisbane,7.0
86047,2014-04-30,Brisbane,4.0
86048,2014-05-01,Brisbane,7.0
86049,2014-05-02,Brisbane,0.0
86050,2014-05-03,Brisbane,20.0
86051,2014-05-04,Brisbane,19.0
86052,2014-05-05,Brisbane,6.0
86053,2014-05-06,Brisbane,7.0
86054,2014-05-07,Brisbane,6.0
86055,2014-05-08,Brisbane,7.0
86056,2014-05-09,Brisbane,9.0
86057,2014-05-10,Brisbane,4.0
86058,2014-05-11,Brisbane,7.0
86059,2014-05-12,Brisbane,9.0
86060,2014-05-13,Brisbane,7.0
86061,2014-05-14,Brisbane,6.0
86062,2014-05-15,Brisbane,6.0
86063,2014-05-16,Brisbane,6.0
86064,2014-05-17,Brisbane,2.0
86065,2014-05-18,Brisbane,4.0
86066,2014-05-19,Brisbane,4.0
86067,2014-05-20,Brisbane,6.0
86068,2014-05-21,Brisbane,6.0
86069,2014-05-22,Brisbane,2.0
