,Date,MinTemp,MaxTemp,Rainfall,Year,Month,Day
750,2009-11-20,19.05333333333333,32.008695652173905,0.7272727272727273,2009,11,20
751,2009-11-21,18.032608695652176,26.06521739130435,1.7911111111111109,2009,11,21
752,2009-11-22,16.554347826086957,27.889130434782604,8.43913043478261,2009,11,22
753,2009-11-23,14.260869565217396,24.29111111111111,1.9869565217391303,2009,11,23
754,2009-11-24,13.768888888888881,26.18913043478261,0.8444444444444446,2009,11,24
755,2009-11-25,15.773913043478263,28.493478260869573,0.4521739130434782,2009,11,25
756,2009-11-26,16.782608695652176,27.43260869565218,2.0304347826086953,2009,11,26
757,2009-11-27,16.57173913043478,28.036956521739132,4.739130434782608,2009,11,27
758,2009-11-28,15.391304347826082,27.34565217391305,2.221739130434783,2009,11,28
759,2009-11-29,15.045652173913039,25.46739130434782,4.23695652173913,2009,11,29
760,2009-11-30,14.280000000000001,23.813333333333336,1.4577777777777776,2009,11,30
761,2009-12-01,12.821739130434782,23.860869565217403,2.0933333333333333,2009,12,1
762,2009-12-02,12.458695652173912,25.84666666666667,1.4217391304347828,2009,12,2
763,2009-12-03,14.097777777777777,27.51739130434783,0.2521739130434783,2009,12,3
764,2009-12-04,13.121739130434786,26.626086956521743,0.20434782608695654,2009,12,4
765,2009-12-05,14.743478260869564,26.70217391304348,0.043478260869565216,2009,12,5
766,2009-12-06,14.80217391304348,27.773913043478252,0.047826086956521734,2009,12,6
767,2009-12-07,16.26086956521739,28.85434782608696,0.1217391304347826,2009,12,7
768,2009-12-08,16.1,26.462222222222227,1.6173913043478259,2009,12,8
769,2009-12-09,13.595555555555562,25.62666666666666,2.2695652173913046,2009,12,9
770,2009-12-10,15.91521739130435,26.15,0.2444444444444444,2009,12,10
771,2009-12-11,13.758695652173913,25.124444444444446,2.317391304347826,2009,12,11
772,2009-12-12,13.700000000000001,27.358695652173907,3.7487179487179483,2009,12,12
773,2009-12-13,15.180434782608693,28.365217391304352,3.652173913043478,2009,12,13
774,2009-12-14,15.82391304347826,26.87608695652174,0.8043478260869565,2009,12,14
775,2009-12-15,15.51739130434782,29.717391304347824,0.9695652173913042,2009,12,15
776,2009-12-16,17.710869565217386,32.67777777777779,0.43913043478260866,2009,12,16
777,2009-12-17,17.984444444444446,29.575555555555557,2.0695652173913044,2009,12,17
778,2009-12-18,15.088888888888892,25.28478260869566,4.2844444444444445,2009,12,18
779,2009-12-19,15.269565217391303,27.399999999999988,1.1434782608695653,2009,12,19
780,2009-12-20,15.915217391304344,26.960869565217397,0.6391304347826088,2009,12,20
781,2009-12-21,15.841304347826087,29.058695652173903,0.7956521739130435,2009,12,21
782,2009-12-22,16.19347826086956,31.019565217391296,0.4434782608695652,2009,12,22
783,2009-12-23,17.534782608695654,32.95777777777778,0.9695652173913045,2009,12,23
784,2009-12-24,19.32,29.322222222222216,0.22666666666666668,2009,12,24
785,2009-12-25,16.473913043478262,25.98260869565218,4.045652173913043,2009,12,25
786,2009-12-26,15.258695652173913,25.33260869565217,5.778260869565218,2009,12,26
787,2009-12-27,16.278260869565212,26.88695652173913,2.973913043478261,2009,12,27
788,2009-12-28,17.278260869565216,29.267391304347814,6.337777777777777,2009,12,28
789,2009-12-29,18.23111111111111,30.010869565217405,2.8755555555555565,2009,12,29
790,2009-12-30,17.891304347826086,29.982608695652164,3.395348837209302,2009,12,30
791,2009-12-31,19.047826086956523,30.897826086956517,6.543478260869565,2009,12,31
792,2010-01-01,18.447826086956525,28.21739130434782,5.456521739130435,2010,1,1
793,2010-01-02,17.83260869565217,27.330434782608698,3.8800000000000003,2010,1,2
794,2010-01-03,16.33695652173913,26.12173913043479,5.604347826086956,2010,1,3
795,2010-01-04,15.75652173913043,27.93260869565217,2.6355555555555554,2010,1,4
796,2010-01-05,15.919565217391309,30.08043478260869,1.2260869565217392,2010,1,5
797,2010-01-06,17.27173913043479,29.539130434782617,1.460869565217391,2010,1,6
798,2010-01-07,16.573913043478264,27.779999999999998,1.1304347826086956,2010,1,7
799,2010-01-08,16.999999999999996,31.797826086956523,2.4363636363636365,2010,1,8
800,2010-01-09,18.415555555555557,34.12272727272728,1.702222222222222,2010,1,9
801,2010-01-10,18.91333333333333,32.4804347826087,2.3866666666666667,2010,1,10
802,2010-01-11,19.223913043478255,33.439130434782605,1.026086956521739,2010,1,11
803,2010-01-12,20.956521739130434,31.764444444444447,0.6622222222222222,2010,1,12
804,2010-01-13,18.15652173913043,28.091111111111108,3.5511111111111116,2010,1,13
805,2010-01-14,16.48,27.40444444444444,3.173333333333333,2010,1,14
806,2010-01-15,17.24222222222222,28.91739130434783,0.07272727272727272,2010,1,15
807,2010-01-16,17.495652173913044,30.06521739130435,0.5478260869565217,2010,1,16
808,2010-01-17,16.45217391304348,28.197826086956514,0.9173913043478261,2010,1,17
809,2010-01-18,14.891304347826088,26.784782608695654,2.031111111111111,2010,1,18
810,2010-01-19,13.632608695652175,27.26086956521738,0.7782608695652175,2010,1,19
811,2010-01-20,14.502173913043475,29.586956521739125,0.6260869565217391,2010,1,20
812,2010-01-21,16.591111111111115,31.31555555555555,0.7022222222222223,2010,1,21
813,2010-01-22,18.802222222222223,33.75217391304348,0.9652173913043479,2010,1,22
814,2010-01-23,18.895652173913046,31.610869565217385,2.360869565217391,2010,1,23
815,2010-01-24,16.334782608695658,28.3304347826087,1.5608695652173916,2010,1,24
816,2010-01-25,17.182608695652178,29.693333333333328,2.386046511627907,2010,1,25
817,2010-01-26,18.32222222222222,31.252173913043475,1.8044444444444445,2010,1,26
818,2010-01-27,18.69782608695652,29.215217391304346,2.782608695652174,2010,1,27
819,2010-01-28,17.98695652173913,29.632608695652173,2.8086956521739133,2010,1,28
820,2010-01-29,17.24347826086957,29.543478260869556,3.613636363636363,2010,1,29
821,2010-01-30,17.541304347826088,30.3804347826087,4.704545454545454,2010,1,30
822,2010-01-31,18.2304347826087,31.163043478260875,3.2652173913043474,2010,1,31
823,2010-02-01,17.57608695652174,29.545652173913037,1.691304347826087,2010,2,1
824,2010-02-02,18.23260869565217,30.43555555555556,0.6347826086956523,2010,2,2
825,2010-02-03,18.799999999999994,29.924444444444436,4.386363636363637,2010,2,3
826,2010-02-04,20.49318181818182,28.03260869565217,4.031818181818182,2010,2,4
827,2010-02-05,18.35869565217391,27.20652173913043,7.678260869565216,2010,2,5
828,2010-02-06,17.341304347826096,26.476086956521737,8.846511627906978,2010,2,6
829,2010-02-07,17.619565217391308,28.889130434782622,12.546666666666667,2010,2,7
830,2010-02-08,19.27608695652174,31.095652173913045,2.9866666666666655,2010,2,8
831,2010-02-09,19.755555555555556,32.05111111111111,1.0608695652173914,2010,2,9
832,2010-02-10,20.191111111111113,31.460000000000004,0.8044444444444443,2010,2,10
833,2010-02-11,20.12888888888889,29.89347826086958,0.922727272727273,2010,2,11
834,2010-02-12,19.51956521739131,29.26521739130434,5.316279069767443,2010,2,12
835,2010-02-13,18.606521739130436,26.528260869565216,6.595454545454544,2010,2,13
836,2010-02-14,18.269565217391303,28.08913043478261,8.54222222222222,2010,2,14
837,2010-02-15,18.46888888888889,28.75869565217392,5.752173913043477,2010,2,15
838,2010-02-16,17.62608695652174,28.047826086956526,1.582222222222222,2010,2,16
839,2010-02-17,17.199999999999996,28.40652173913043,3.847826086956522,2010,2,17
840,2010-02-18,17.38666666666667,28.332608695652173,1.8909090909090909,2010,2,18
841,2010-02-19,16.958695652173915,28.94782608695652,2.4755555555555557,2010,2,19
842,2010-02-20,17.55217391304348,30.691304347826087,0.2186046511627907,2010,2,20
843,2010-02-21,18.995652173913044,30.552173913043475,1.0,2010,2,21
844,2010-02-22,18.373913043478268,29.797826086956526,1.7377777777777779,2010,2,22
845,2010-02-23,16.804444444444442,27.793478260869566,2.534090909090909,2010,2,23
846,2010-02-24,16.073913043478257,27.400000000000002,2.265217391304348,2010,2,24
847,2010-02-25,16.68913043478261,28.902173913043473,1.4454545454545455,2010,2,25
848,2010-02-26,16.978260869565215,30.21555555555555,4.640909090909091,2010,2,26
849,2010-02-27,18.280000000000005,28.60888888888889,6.128888888888888,2010,2,27
850,2010-02-28,17.67727272727273,27.093333333333334,5.311627906976744,2010,2,28
851,2010-03-01,15.68222222222222,24.54666666666666,5.151111111111112,2010,3,1
852,2010-03-02,15.311111111111119,25.59555555555556,7.20888888888889,2010,3,2
853,2010-03-03,15.630434782608699,27.66956521739131,2.066666666666667,2010,3,3
854,2010-03-04,16.32608695652174,27.65777777777778,1.0999999999999999,2010,3,4
855,2010-03-05,17.611111111111118,25.630434782608695,0.8622222222222224,2010,3,5
856,2010-03-06,17.85,27.12391304347825,8.447826086956521,2010,3,6
857,2010-03-07,18.034782608695647,26.53260869565217,5.555555555555555,2010,3,7
858,2010-03-08,17.58478260869565,26.256521739130434,11.915555555555555,2010,3,8
859,2010-03-09,16.108695652173914,25.66086956521739,1.96,2010,3,9
860,2010-03-10,14.458695652173914,23.866666666666667,0.4976744186046511,2010,3,10
861,2010-03-11,14.919999999999996,25.27608695652174,2.2954545454545454,2010,3,11
862,2010-03-12,15.65111111111111,27.310869565217395,1.0372093023255815,2010,3,12
863,2010-03-13,15.891111111111112,26.923913043478255,1.93953488372093,2010,3,13
864,2010-03-14,15.991111111111111,26.81739130434784,2.6844444444444444,2010,3,14
865,2010-03-15,15.684782608695654,28.026086956521734,0.43913043478260866,2010,3,15
866,2010-03-16,15.782222222222224,27.83695652173913,0.3111111111111111,2010,3,16
867,2010-03-17,15.45227272727272,28.686956521739123,0.2136363636363636,2010,3,17
868,2010-03-18,16.093478260869563,28.76521739130435,0.47272727272727266,2010,3,18
869,2010-03-19,16.886956521739133,28.184782608695663,0.26956521739130435,2010,3,19
870,2010-03-20,15.836956521739127,28.441304347826087,0.6046511627906976,2010,3,20
871,2010-03-21,17.093478260869563,28.382608695652173,0.13913043478260873,2010,3,21
872,2010-03-22,15.31086956521739,25.92173913043478,0.4913043478260869,2010,3,22
873,2010-03-23,14.932608695652174,27.65652173913043,6.204444444444444,2010,3,23
874,2010-03-24,15.765217391304342,27.06086956521739,1.4711111111111113,2010,3,24
875,2010-03-25,15.580434782608696,28.68043478260869,0.5391304347826087,2010,3,25
876,2010-03-26,15.85217391304348,29.002173913043492,2.973913043478261,2010,3,26
877,2010-03-27,17.191304347826087,26.23913043478261,1.4000000000000001,2010,3,27
878,2010-03-28,16.880434782608695,27.29782608695652,1.7409090909090907,2010,3,28
879,2010-03-29,17.595652173913045,25.776086956521734,4.6695652173913045,2010,3,29
880,2010-03-30,15.64222222222222,24.63913043478261,2.247826086956522,2010,3,30
881,2010-03-31,14.515217391304349,24.213043478260868,8.742222222222221,2010,3,31
882,2010-04-01,14.117777777777775,25.054347826086957,1.5,2010,4,1
883,2010-04-02,14.620000000000003,24.147826086956524,1.481818181818182,2010,4,2
884,2010-04-03,14.377777777777778,23.554347826086957,0.8622222222222221,2010,4,3
885,2010-04-04,14.086956521739127,23.980434782608693,2.573333333333333,2010,4,4
886,2010-04-05,13.502173913043476,24.873913043478268,1.0999999999999999,2010,4,5
887,2010-04-06,15.668888888888889,23.91111111111111,4.1499999999999995,2010,4,6
888,2010-04-07,16.19111111111111,24.42391304347826,5.444444444444445,2010,4,7
889,2010-04-08,16.093478260869563,25.08260869565217,2.4577777777777783,2010,4,8
890,2010-04-09,14.202222222222222,22.995652173913047,2.080952380952381,2010,4,9
891,2010-04-10,14.608888888888893,23.984782608695646,1.7244444444444442,2010,4,10
892,2010-04-11,14.119565217391305,23.254347826086956,1.9866666666666668,2010,4,11
893,2010-04-12,12.226086956521739,20.993478260869562,0.8333333333333334,2010,4,12
894,2010-04-13,10.719565217391304,21.745652173913044,0.4043478260869566,2010,4,13
895,2010-04-14,11.267391304347827,22.764444444444443,1.7521739130434781,2010,4,14
896,2010-04-15,12.065217391304348,23.044444444444434,0.8565217391304347,2010,4,15
897,2010-04-16,12.89777777777778,23.954347826086952,0.4755555555555555,2010,4,16
898,2010-04-17,12.793478260869563,25.78444444444444,0.4847826086956521,2010,4,17
899,2010-04-18,14.640909090909094,26.344444444444445,1.1333333333333333,2010,4,18
900,2010-04-19,15.224444444444446,25.77173913043479,0.9422222222222222,2010,4,19
901,2010-04-20,15.15217391304348,25.68478260869564,0.6304347826086956,2010,4,20
902,2010-04-21,14.355555555555556,25.10222222222222,2.390909090909091,2010,4,21
903,2010-04-22,14.163636363636362,26.08478260869565,0.7244444444444444,2010,4,22
904,2010-04-23,14.504347826086958,25.888888888888882,0.6478260869565217,2010,4,23
905,2010-04-24,15.47173913043478,23.928888888888892,3.0558139534883724,2010,4,24
906,2010-04-25,12.913333333333329,22.02222222222222,4.325581395348836,2010,4,25
907,2010-04-26,9.721739130434782,21.42222222222222,1.1199999999999999,2010,4,26
908,2010-04-27,10.091304347826085,20.460869565217383,1.4444444444444444,2010,4,27
909,2010-04-28,9.567391304347826,21.810869565217395,0.2891304347826087,2010,4,28
910,2010-04-29,11.66304347826087,22.47608695652174,0.9955555555555556,2010,4,29
911,2010-04-30,10.886956521739132,21.095454545454547,0.13333333333333336,2010,4,30
912,2010-05-01,10.970454545454544,22.27727272727273,1.6222222222222225,2010,5,1
913,2010-05-02,10.838636363636361,22.659090909090907,0.0888888888888889,2010,5,2
914,2010-05-03,10.69111111111111,23.073913043478257,0.3333333333333333,2010,5,3
915,2010-05-04,12.480434782608693,22.475555555555562,3.534782608695652,2010,5,4
916,2010-05-05,9.78666666666667,19.71555555555556,3.9,2010,5,5
917,2010-05-06,8.677777777777777,20.061363636363634,0.7545454545454546,2010,5,6
918,2010-05-07,8.89777777777778,21.473333333333336,0.34418604651162793,2010,5,7
919,2010-05-08,9.106666666666664,22.044444444444448,1.0826086956521743,2010,5,8
920,2010-05-09,9.959999999999999,22.29111111111111,0.2977777777777778,2010,5,9
921,2010-05-10,10.08222222222222,21.99130434782609,0.27111111111111114,2010,5,10
922,2010-05-11,9.130434782608695,20.419565217391302,1.7733333333333337,2010,5,11
923,2010-05-12,7.391304347826086,18.463043478260868,0.6260869565217391,2010,5,12
924,2010-05-13,6.991304347826087,18.465217391304346,2.373913043478261,2010,5,13
925,2010-05-14,7.058695652173912,18.893478260869564,0.8739130434782608,2010,5,14
926,2010-05-15,7.184782608695653,19.63260869565217,0.5130434782608696,2010,5,15
927,2010-05-16,7.645652173913046,19.749999999999996,0.28,2010,5,16
928,2010-05-17,8.415217391304349,18.88478260869565,1.0086956521739128,2010,5,17
929,2010-05-18,8.069565217391306,19.358695652173907,2.5200000000000005,2010,5,18
930,2010-05-19,7.95,20.09130434782608,3.9954545454545443,2010,5,19
931,2010-05-20,7.95869565217391,19.79565217391304,0.726086956521739,2010,5,20
932,2010-05-21,9.17608695652174,19.584782608695658,0.48260869565217385,2010,5,21
933,2010-05-22,8.02,18.358695652173914,5.853333333333333,2010,5,22
934,2010-05-23,7.904347826086957,17.91555555555556,4.106666666666667,2010,5,23
935,2010-05-24,9.215555555555552,18.306666666666665,1.9733333333333336,2010,5,24
936,2010-05-25,11.50222222222222,18.004545454545454,4.884444444444443,2010,5,25
937,2010-05-26,11.231111111111112,18.997777777777774,3.5395348837209295,2010,5,26
938,2010-05-27,10.67111111111111,18.66818181818182,10.168888888888889,2010,5,27
939,2010-05-28,10.728888888888887,18.775555555555552,2.1162790697674416,2010,5,28
940,2010-05-29,11.642222222222225,17.773333333333333,6.16190476190476,2010,5,29
941,2010-05-30,10.755555555555556,18.444444444444446,5.135555555555556,2010,5,30
942,2010-05-31,10.493333333333336,18.346666666666668,3.3090909090909095,2010,5,31
943,2010-06-01,8.206666666666665,18.291111111111114,1.8222222222222226,2010,6,1
944,2010-06-02,8.253333333333334,18.38,0.35999999999999993,2010,6,2
945,2010-06-03,8.906666666666666,18.356521739130432,3.782222222222222,2010,6,3
946,2010-06-04,8.895652173913042,17.765217391304343,8.691304347826085,2010,6,4
947,2010-06-05,9.50909090909091,17.571111111111115,5.954545454545454,2010,6,5
948,2010-06-06,8.013333333333332,16.984444444444442,1.755555555555556,2010,6,6
949,2010-06-07,6.455555555555557,16.32,1.7911111111111109,2010,6,7
950,2010-06-08,7.013953488372094,16.38666666666666,0.809090909090909,2010,6,8
951,2010-06-09,7.225581395348837,15.615555555555554,1.7809523809523808,2010,6,9
952,2010-06-10,6.609090909090909,16.066666666666663,0.9318181818181818,2010,6,10
953,2010-06-11,6.293181818181818,16.232608695652175,0.3409090909090909,2010,6,11
954,2010-06-12,5.882222222222223,16.23260869565217,0.49999999999999994,2010,6,12
955,2010-06-13,5.684444444444446,16.55217391304348,0.551111111111111,2010,6,13
956,2010-06-14,5.86888888888889,16.826086956521735,0.7636363636363637,2010,6,14
957,2010-06-15,5.663636363636363,16.40888888888889,1.0227272727272727,2010,6,15
958,2010-06-16,6.368181818181819,17.934090909090916,0.6465116279069767,2010,6,16
959,2010-06-17,8.520930232558138,17.28,3.645454545454545,2010,6,17
960,2010-06-18,7.85,17.17333333333334,2.146511627906977,2010,6,18
961,2010-06-19,8.43488372093023,17.772093023255817,1.6047619047619046,2010,6,19
962,2010-06-20,8.254545454545452,17.784444444444446,0.3302325581395349,2010,6,20
963,2010-06-21,6.409090909090909,17.375555555555554,0.9906976744186047,2010,6,21
964,2010-06-22,7.536363636363637,17.115555555555552,2.209302325581396,2010,6,22
965,2010-06-23,8.402272727272726,17.08222222222222,3.4186046511627906,2010,6,23
966,2010-06-24,8.11860465116279,17.775555555555563,2.2523809523809524,2010,6,24
967,2010-06-25,9.245454545454548,17.175555555555558,2.124444444444444,2010,6,25
968,2010-06-26,7.906666666666665,16.248888888888896,5.217777777777778,2010,6,26
969,2010-06-27,4.724444444444446,15.095555555555555,1.5590909090909093,2010,6,27
970,2010-06-28,3.837777777777778,14.47111111111111,0.35813953488372097,2010,6,28
971,2010-06-29,4.72,14.255555555555553,1.581818181818182,2010,6,29
972,2010-06-30,4.753333333333332,14.720000000000004,2.2045454545454546,2010,6,30
973,2010-07-01,5.590909090909093,15.19111111111111,1.263636363636364,2010,7,1
974,2010-07-02,5.933333333333334,13.42666666666666,2.5545454545454547,2010,7,2
975,2010-07-03,5.408888888888888,15.051111111111108,2.558139534883721,2010,7,3
976,2010-07-04,5.075555555555554,15.471111111111112,0.45581395348837195,2010,7,4
977,2010-07-05,5.440000000000001,15.153333333333336,0.5162790697674419,2010,7,5
978,2010-07-06,6.24888888888889,15.588888888888889,2.426666666666667,2010,7,6
979,2010-07-07,6.15111111111111,15.889130434782608,0.7511111111111111,2010,7,7
980,2010-07-08,6.26,16.208695652173912,1.7581395348837214,2010,7,8
981,2010-07-09,6.535555555555556,16.010869565217387,4.552272727272728,2010,7,9
982,2010-07-10,7.089130434782608,16.963043478260868,2.4465116279069763,2010,7,10
983,2010-07-11,9.771739130434783,17.634782608695655,5.376744186046511,2010,7,11
984,2010-07-12,8.155555555555555,17.4,4.351111111111111,2010,7,12
985,2010-07-13,9.117777777777778,17.593181818181815,1.3911111111111112,2010,7,13
986,2010-07-14,9.28888888888889,16.25869565217392,7.109090909090906,2010,7,14
987,2010-07-15,7.369565217391303,16.323913043478257,3.017777777777778,2010,7,15
988,2010-07-16,6.1891304347826095,16.289130434782606,0.5630434782608695,2010,7,16
989,2010-07-17,5.857777777777777,16.004347826086956,0.9818181818181819,2010,7,17
990,2010-07-18,5.567391304347827,16.88666666666667,0.8933333333333334,2010,7,18
991,2010-07-19,6.531111111111113,16.035555555555558,2.135555555555556,2010,7,19
992,2010-07-20,5.228888888888888,15.900000000000002,1.7133333333333336,2010,7,20
993,2010-07-21,5.408888888888888,15.830434782608695,2.093333333333334,2010,7,21
994,2010-07-22,5.213043478260869,16.215217391304346,0.2521739130434783,2010,7,22
995,2010-07-23,6.323913043478262,16.928260869565218,0.9130434782608698,2010,7,23
996,2010-07-24,6.778260869565217,16.58043478260869,0.7681818181818183,2010,7,24
997,2010-07-25,6.643478260869566,17.369565217391308,0.4488888888888888,2010,7,25
998,2010-07-26,6.667391304347828,17.34782608695652,3.21304347826087,2010,7,26
999,2010-07-27,6.928260869565216,17.365217391304352,1.9822222222222226,2010,7,27
1000,2010-07-28,8.649999999999997,16.354347826086958,3.609090909090909,2010,7,28
1001,2010-07-29,9.778260869565216,17.162222222222223,9.482608695652171,2010,7,29
1002,2010-07-30,9.735555555555557,18.804444444444442,1.3733333333333335,2010,7,30
1003,2010-07-31,10.784444444444443,18.354347826086954,4.613953488372093,2010,7,31
1004,2010-08-01,8.06304347826087,17.093478260869563,3.186363636363636,2010,8,1
1005,2010-08-02,7.456521739130435,16.5,3.234782608695653,2010,8,2
1006,2010-08-03,7.2782608695652184,16.491111111111113,4.191304347826088,2010,8,3
1007,2010-08-04,6.622222222222222,16.308888888888887,2.5250000000000004,2010,8,4
1008,2010-08-05,5.413636363636364,16.228888888888886,1.3886363636363637,2010,8,5
1009,2010-08-06,5.475555555555554,15.63111111111111,0.6422222222222224,2010,8,6
1010,2010-08-07,3.815555555555555,15.771111111111113,0.31136363636363634,2010,8,7
1011,2010-08-08,4.34,16.413333333333334,0.5613636363636364,2010,8,8
1012,2010-08-09,5.206666666666667,17.563636363636355,0.49111111111111116,2010,8,9
1013,2010-08-10,7.115909090909091,15.993333333333334,2.857777777777777,2010,8,10
1014,2010-08-11,8.89333333333333,15.931111111111111,10.94,2010,8,11
1015,2010-08-12,8.864444444444448,15.997826086956524,9.473333333333333,2010,8,12
1016,2010-08-13,7.079545454545452,16.7,4.229545454545454,2010,8,13
1017,2010-08-14,7.299999999999999,17.27173913043478,0.5772727272727273,2010,8,14
1018,2010-08-15,8.61777777777778,17.75652173913043,1.8904761904761902,2010,8,15
1019,2010-08-16,7.871739130434783,16.328260869565216,2.191304347826087,2010,8,16
1020,2010-08-17,4.806521739130435,16.48913043478261,0.6565217391304348,2010,8,17
1021,2010-08-18,6.391304347826087,17.254347826086956,1.3434782608695655,2010,8,18
1022,2010-08-19,8.895652173913048,18.541304347826088,4.486363636363635,2010,8,19
1023,2010-08-20,7.817391304347827,16.043478260869563,1.7454545454545458,2010,8,20
1024,2010-08-21,6.860869565217389,16.754347826086956,1.3956521739130439,2010,8,21
1025,2010-08-22,6.071739130434784,17.043478260869566,1.9999999999999998,2010,8,22
1026,2010-08-23,7.891304347826084,16.036956521739135,1.3043478260869568,2010,8,23
1027,2010-08-24,8.449999999999996,16.352173913043476,2.2,2010,8,24
1028,2010-08-25,7.315217391304348,15.034782608695645,3.0113636363636362,2010,8,25
1029,2010-08-26,7.643478260869567,15.699999999999996,3.6434782608695655,2010,8,26
1030,2010-08-27,7.847826086956521,16.973333333333333,1.7173913043478257,2010,8,27
1031,2010-08-28,6.3644444444444455,17.480434782608697,0.6577777777777778,2010,8,28
1032,2010-08-29,6.591304347826088,17.84130434782608,0.15111111111111114,2010,8,29
1033,2010-08-30,7.24,18.532608695652176,0.7347826086956522,2010,8,30
1034,2010-08-31,8.460869565217392,18.51086956521739,1.344186046511628,2010,8,31
1035,2010-09-01,10.43695652173913,19.543478260869563,3.2,2010,9,1
1036,2010-09-02,10.089130434782607,18.78695652173913,1.3130434782608693,2010,9,2
1037,2010-09-03,9.508888888888889,18.32391304347826,1.0139534883720929,2010,9,3
1038,2010-09-04,11.360869565217389,18.902173913043477,12.626666666666665,2010,9,4
1039,2010-09-05,11.082222222222223,18.210869565217394,10.009090909090911,2010,9,5
1040,2010-09-06,8.265217391304349,17.96304347826087,2.0913043478260867,2010,9,6
1041,2010-09-07,7.277777777777778,18.0804347826087,1.1652173913043478,2010,9,7
1042,2010-09-08,7.152173913043476,18.10869565217391,2.6217391304347823,2010,9,8
1043,2010-09-09,9.719565217391306,18.882608695652173,1.6399999999999997,2010,9,9
1044,2010-09-10,10.052173913043477,19.05652173913044,3.9956521739130437,2010,9,10
1045,2010-09-11,7.828260869565218,19.04130434782608,0.7590909090909093,2010,9,11
1046,2010-09-12,8.421739130434782,18.819565217391297,1.15,2010,9,12
1047,2010-09-13,9.882608695652175,19.72391304347826,0.9652173913043479,2010,9,13
1048,2010-09-14,8.706666666666665,18.266666666666666,1.7288888888888891,2010,9,14
1049,2010-09-15,9.288636363636364,18.539130434782606,4.4818181818181815,2010,9,15
1050,2010-09-16,9.015555555555554,17.76888888888889,0.8,2010,9,16
1051,2010-09-17,8.015555555555554,17.65434782608695,0.5066666666666666,2010,9,17
1052,2010-09-18,7.979545454545455,18.276086956521738,0.4177777777777778,2010,9,18
1053,2010-09-19,8.197826086956523,18.19782608695652,0.5782608695652174,2010,9,19
1054,2010-09-20,8.689130434782607,19.23260869565217,3.608695652173913,2010,9,20
1055,2010-09-21,9.786956521739128,20.497826086956515,1.2869565217391303,2010,9,21
1056,2010-09-22,9.741304347826086,20.332608695652176,0.3130434782608696,2010,9,22
1057,2010-09-23,10.18695652173913,20.37391304347826,0.5111111111111111,2010,9,23
1058,2010-09-24,9.636956521739132,21.489130434782613,0.14782608695652175,2010,9,24
1059,2010-09-25,10.041304347826088,22.55,0.06956521739130435,2010,9,25
1060,2010-09-26,9.234782608695653,21.95869565217392,0.35111111111111115,2010,9,26
1061,2010-09-27,10.97391304347826,21.932608695652174,0.5782608695652174,2010,9,27
1062,2010-09-28,9.87391304347826,21.033333333333335,1.5934782608695655,2010,9,28
1063,2010-09-29,8.797777777777778,18.969565217391303,2.6782608695652175,2010,9,29
1064,2010-09-30,7.502173913043476,18.821739130434786,0.52,2010,9,30
1065,2010-10-01,8.376086956521737,20.18478260869565,0.5347826086956522,2010,10,1
1066,2010-10-02,10.01304347826087,20.76304347826087,0.9,2010,10,2
1067,2010-10-03,11.352173913043481,22.275555555555556,6.921739130434782,2010,10,3
1068,2010-10-04,12.926666666666666,22.748888888888892,9.204545454545455,2010,10,4
1069,2010-10-05,12.233333333333333,22.971111111111107,2.8711111111111114,2010,10,5
1070,2010-10-06,12.195555555555554,23.141304347826086,0.8000000000000002,2010,10,6
1071,2010-10-07,10.423913043478262,21.15,3.2913043478260864,2010,10,7
1072,2010-10-08,10.258695652173913,21.232608695652175,2.2347826086956517,2010,10,8
1073,2010-10-09,10.802173913043477,21.56818181818182,2.311111111111111,2010,10,9
1074,2010-10-10,11.706818181818182,22.191111111111113,1.8651162790697675,2010,10,10
1075,2010-10-11,11.668888888888887,22.753333333333334,6.4,2010,10,11
1076,2010-10-12,13.322222222222223,22.755555555555553,1.008695652173913,2010,10,12
1077,2010-10-13,12.635555555555559,20.797777777777775,5.346666666666666,2010,10,13
1078,2010-10-14,12.379545454545458,22.117777777777782,7.355555555555554,2010,10,14
1079,2010-10-15,12.953333333333333,18.734090909090916,7.204444444444444,2010,10,15
1080,2010-10-16,7.947727272727275,16.89318181818182,11.555555555555555,2010,10,16
1081,2010-10-17,7.63409090909091,19.931111111111107,0.9000000000000001,2010,10,17
1082,2010-10-18,9.051111111111112,21.788888888888895,0.1565217391304348,2010,10,18
1083,2010-10-19,8.70444444444444,21.282222222222217,0.5652173913043477,2010,10,19
1084,2010-10-20,9.855555555555553,22.89777777777778,0.40869565217391296,2010,10,20
1085,2010-10-21,10.420454545454545,23.20666666666667,1.7155555555555553,2010,10,21
1086,2010-10-22,11.755555555555553,25.42666666666666,0.9521739130434782,2010,10,22
1087,2010-10-23,12.500000000000002,22.78666666666667,2.106666666666667,2010,10,23
1088,2010-10-24,10.895555555555555,20.491111111111113,3.8222222222222224,2010,10,24
1089,2010-10-25,10.08888888888889,22.38,4.853333333333333,2010,10,25
1090,2010-10-26,10.671111111111115,24.557777777777776,0.5022222222222221,2010,10,26
1091,2010-10-27,12.324444444444445,22.666666666666668,0.3733333333333333,2010,10,27
1092,2010-10-28,12.13111111111111,22.89555555555555,1.7866666666666664,2010,10,28
1093,2010-10-29,12.706666666666663,24.308695652173913,2.021739130434783,2010,10,29
